syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl0,syl1,syl2,syl3,syl4,syl5,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,rhyme5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,syl_class5,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,onset_class5,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,koda_class5,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,nucleus_class5,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,nomen,sylcnt,stress_class
3,3,1,2,2,5,pra,xis,o,ri,en,tiert,iert,ø,A,ø,SS,ø,C,CC,CCK,CCKC,CCKCC,C,CC,LCC,CLCC,CCLCC,ø,CCVC,CCVVC,VV,CVV,VC,CVVCC,3,1,0,0,1,1,1,1,0,0,1,2,2,2,0,1,0,1,1,2,2,2,1,2,2,111,301,1,11,1001,211,2,2,4,4,3,2,1,CCK,CCLC,L,CL,KC,CLCC,CC,CC,,C,,C,,C,,,C,CC,K,L,L,L,K,L,1,1,1,1,1,2,F,6,prima
3,2,2,3,2,4,Pr1,zi,si,ons,ar,beit,eit,ø,N,NN,SAS,ø,C,CC,CCK,CCKA,CCKAL,C,DC,CDC,CCDC,KCCDC,ø,CCVC,CVV,CVV,VVCC,VC,CVVC,3,0,0,1,1,1,1,0,0,2,1,1,2,1,1,0,0,1,1,2,2,2,1,2,2,111,101,101,1101,11,201,2,3,3,2,3,2,1,CCK,AL,CL,LCC,KC,CDC,CC,A,C,,,C,,,,CC,C,C,K,L,L,L,K,D,1,1,1,2,1,1,T,6,antepaenultima
4,2,2,2,1,3,Pres,by,te,ri,a,ner,er,ø,N,N,SAA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,LCKC,LLCKC,ø,CCVC,CVV,CVV,CVV,VV,CVC,3,0,0,0,0,2,1,0,0,0,0,1,2,1,1,1,0,1,1,2,2,2,2,1,1,211,101,101,11,1,1011,2,3,2,4,6,3,1,CCKC,CL,CL,CL,L,CKC,CC,C,C,C,,C,C,,,,,C,K,L,L,L,L,K,1,1,1,1,1,0,T,6,paenultima
4,2,2,2,1,5,pres,by,te,ri,a,nisch,isch,ø,A,N,SAA,ø,C,CC,CCL,CCLC,CCLCC,C,KC,CKC,LCKC,LLCKC,ø,CCVVC,CVV,CVV,CVV,VV,CVC,1,0,0,0,0,2,1,0,0,0,0,1,2,1,1,1,0,1,2,2,2,2,2,1,1,211,101,101,11,1,1101,2,3,2,4,6,2,1,CCLC,CL,CL,CL,L,CKC,CC,C,C,C,,C,C,,,,,C,L,L,L,L,L,K,1,1,1,1,1,1,F,6,paenultima
3,2,3,2,2,2,Pri,ma,bal,le,ri,na,a,ø,N,AN,SS,ø,C,CC,CCL,CCLC,CCLCL,L,CL,LCL,CLCL,KCLCL,ø,CCVV,CVV,CVC,CV,CVV,CVV,1,0,2,1,0,0,0,0,1,0,0,0,2,1,1,1,1,1,2,2,1,1,2,2,2,111,1001,101,11,11,1001,3,4,2,3,4,4,1,CCL,CL,CK,CK,CL,CL,CC,C,C,C,C,C,,,,,,,L,L,K,K,L,L,1,1,1,0,1,1,T,6,paenultima
3,2,2,2,3,3,pri,mi,ti,vi,sie,ren,en,ø,V,A,SA,ø,C,CC,CCL,CCLC,CCLCL,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVV,CVV,CVV,CVV,CVC,1,0,0,0,0,2,0,0,0,0,0,1,2,1,1,1,1,1,2,2,2,2,2,1,1,111,1001,101,101,101,1011,3,3,3,3,3,3,1,CCL,CL,CL,CL,CL,CKC,CC,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
4,2,2,2,3,2,Prin,zi,pi,en,fra,ge,e,ø,N,NN,SAS,ø,C,CC,CCK,CCKC,CCKCA,K,CK,LCK,CLCK,CCLCK,ø,CCVC,CVV,CVV,VC,CCVV,CV,3,0,0,1,1,1,1,0,0,1,0,0,2,1,1,0,2,1,1,2,2,1,2,1,2,1111,101,101,1001,111,101,2,3,3,3,3,2,-1,CCKC,AL,CL,KC,CCL,CK,CC,A,C,,CC,C,C,,,C,,,K,L,L,K,L,K,1,1,1,0,1,0,T,6,sekunda
4,2,2,2,3,3,Prin,zi,pi,en,rei,ter,er,ø,N,NN,SAS,ø,C,CC,CCK,CCKC,CCKCA,C,KC,CKC,DCKC,CDCKC,ø,CCVC,CVV,CVV,VC,CVV,CVC,3,0,0,1,0,2,1,0,0,1,0,1,2,1,1,0,1,1,1,2,2,1,2,1,2,1111,101,101,1001,11,111,2,3,3,3,4,2,-1,CCKC,AL,CL,KC,CD,CKC,CC,A,C,,C,C,C,,,C,,C,K,L,L,K,D,K,1,1,1,0,1,0,T,6,sekunda
3,3,2,2,3,2,Pri,vat,in,te,res,se,e,ø,N,AN,SS,ø,C,CC,CCL,CCLC,CCLCL,K,CK,KCK,CKCK,KCKCK,ø,CCVV,CVVC,VC,CV,CVC,CV,1,1,1,1,2,1,0,1,1,0,1,0,2,1,0,1,1,1,2,2,1,1,1,1,2,111,201,1001,101,11,101,3,2,3,2,3,2,-1,CCL,CLC,KC,CK,CK,CK,CC,C,,C,C,C,,C,C,,,,L,L,K,K,K,K,1,1,1,0,1,0,T,6,sekunda
3,4,1,2,2,2,Pro,blem,a,na,ly,se,e,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCC,K,CK,LCK,CLCK,KCLCK,ø,CCVV,CCVVC,VC,CVC,CVV,CV,1,1,1,2,0,1,0,1,1,1,0,0,2,2,0,1,1,1,2,2,1,1,2,1,2,111,1111,1,1001,11,101,2,2,4,3,4,2,-1,CCL,CCLC,K,CK,CL,CK,CC,CC,,C,C,C,,C,,,,,L,L,K,K,L,K,1,1,1,1,1,0,T,6,sekunda
3,3,2,2,3,3,pro,ble,ma,ti,sie,ren,en,ø,V,R,SA,ø,C,CC,CCL,CCLC,CCLCC,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CCVV,CVV,CVV,CVV,CVC,1,1,0,0,0,2,0,0,0,0,0,1,2,2,1,1,1,1,2,2,2,2,2,1,1,111,111,1001,101,101,1011,2,2,4,3,3,3,1,CCL,CCL,CL,CL,CL,CKC,CC,CC,C,C,C,C,,,,,,C,L,L,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
3,4,1,2,2,5,pro,blem,o,ri,en,tiert,iert,ø,A,ø,SS,ø,C,CC,CCL,CCLC,CCLCC,C,CC,LCC,CLCC,CCLCC,ø,CCVV,CCVVC,VV,CVV,VC,CVVCC,1,1,0,0,1,1,0,1,0,0,1,2,2,2,0,1,0,1,2,2,2,2,1,2,2,111,1111,1,11,1001,211,2,2,4,4,3,2,1,CCL,CCLC,L,CL,KC,CLCC,CC,CC,,C,,C,,C,,,C,CC,L,L,L,L,K,L,1,1,1,1,1,2,F,6,sekunda
3,3,2,3,3,3,Pro,duk,ti,ons,fak,tor,or,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,CCKC,KCCKC,ø,CCVV,CVC,CVV,VVCC,CVC,CVC,1,2,0,1,2,2,0,1,0,2,1,1,2,1,1,0,1,1,2,1,2,2,1,1,2,111,201,101,1101,201,111,2,2,3,2,2,2,1,CCL,CKC,AL,LCC,CKC,CKC,CC,C,A,,C,C,,C,,CC,C,C,L,K,L,L,K,K,1,1,1,2,1,1,T,6,antepaenultima
3,3,2,3,3,5,Pro,duk,ti,ons,lei,stung,ung,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,CCKC,DCCKC,ø,CCVV,CVC,CVV,VVCC,CVVC,CVC,1,2,0,1,1,2,0,1,0,2,1,1,2,1,1,0,1,1,2,1,2,2,2,1,2,111,201,101,1101,111,1101,2,2,3,2,3,2,1,CCL,CKC,AL,LCC,CDC,CKC,CC,C,A,,C,C,,C,,CC,C,C,L,K,L,L,D,K,1,1,1,2,1,1,T,6,antepaenultima
3,3,2,3,3,3,Pro,duk,ti,ons,mit,tel,el,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,KCKC,CKCKC,ø,CCVV,CVC,CVV,VVCC,CVC,CVC,1,2,0,1,2,2,0,1,0,2,1,1,2,1,1,0,1,1,2,1,2,2,1,1,2,111,201,101,1101,1001,111,2,2,3,2,3,2,1,CCL,CKC,AL,LCC,CK,CKC,CC,C,A,,C,C,,C,,CC,,C,L,K,L,L,K,K,1,1,1,2,1,0,T,6,antepaenultima
3,3,2,3,3,4,Pro,duk,ti,ons,pla,nung,ung,ø,N,NV,ø,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVC,CVV,VVCC,CCVV,CVC,1,2,0,1,1,2,0,1,0,2,0,1,2,1,1,0,2,1,2,1,2,2,2,1,2,111,201,101,1101,111,2001,2,2,3,2,3,3,1,CCL,CKC,AL,LCC,CCL,CKC,CC,C,A,,CC,C,,C,,CC,,C,L,K,L,L,L,K,1,1,1,2,1,1,T,6,antepaenultima
3,3,2,3,3,3,Pro,duk,ti,ons,pro,ze$,e$,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCK,C,KC,AKC,LAKC,CLAKC,ø,CCVV,CVC,CVV,VVCC,CCVV,CVC,1,2,0,1,1,2,0,1,0,2,0,1,2,1,1,0,2,1,2,1,2,2,2,1,2,111,201,101,1101,111,201,2,2,3,2,2,2,1,CCL,CKC,AL,LCC,CCL,AKC,CC,C,A,,CC,A,,C,,CC,,C,L,K,L,L,L,K,1,1,1,2,1,1,T,6,antepaenultima
3,3,2,3,4,2,Pro,duk,ti,ons,st1t,te,e,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCK,K,CK,KCK,CKCK,CCKCK,ø,CCVV,CVC,CVV,VVCC,CCVC,CV,1,2,0,1,3,1,0,1,0,2,1,0,2,1,1,0,2,1,2,1,2,2,1,1,2,111,201,101,1101,201,101,2,2,3,2,2,2,1,CCL,CKC,AL,LCC,CCK,CK,CC,C,A,,CC,C,,C,,CC,,,L,K,L,L,K,K,1,1,1,2,1,0,T,6,antepaenultima
3,3,2,3,4,5,pro,duk,ti,ons,tech,nisch,isch,ø,A,NA,SAS,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,CCKC,KCCKC,ø,CCVV,CVC,CVV,VVCC,CVC,CVC,1,2,0,1,2,2,0,1,0,2,1,1,2,1,1,0,1,1,2,1,2,2,1,1,2,111,201,101,1101,201,1101,2,2,3,2,2,2,1,CCL,CKC,AL,LCC,CKC,CKC,CC,C,A,,C,C,,C,,CC,C,C,L,K,L,L,K,K,1,1,1,2,1,1,F,6,antepaenultima
3,3,2,3,3,2,Pro,duk,ti,ons,wei,se,e,ø,N,ø,SAS,ø,C,CC,CCL,CCLC,CCLCK,K,CK,DCK,CDCK,CCDCK,ø,CCVV,CVC,CVV,VVCC,CVV,CV,1,2,0,1,0,1,0,1,0,2,0,0,2,1,1,0,1,1,2,1,2,2,2,1,2,111,201,101,1101,101,101,2,2,3,2,3,2,1,CCL,CKC,AL,LCC,CD,CK,CC,C,A,,C,C,,C,,CC,,,L,K,L,L,D,K,1,1,1,2,1,0,T,6,antepaenultima
3,3,2,3,3,2,Pro,jek,ti,ons,lam,pe,e,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCK,K,CK,CCK,KCCK,CKCCK,ø,CCVV,CVC,CVV,VVCC,CVC,CV,1,2,0,1,2,1,0,1,0,2,1,0,2,1,1,0,1,1,2,1,2,2,1,1,2,111,102,101,1101,1011,101,2,3,3,2,3,2,1,CCL,CKC,AL,LCC,CKC,CK,CC,C,A,,C,C,,C,,CC,C,,L,K,L,L,K,K,1,1,1,2,1,0,T,6,antepaenultima
3,2,2,2,3,3,pro,le,ta,ri,sie,ren,en,ø,V,R,SA,ø,C,CC,CCL,CCLC,CCLCL,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVV,CVC,CVV,CVV,CVC,1,0,2,0,0,2,0,0,1,0,0,1,2,1,1,1,1,1,2,2,1,2,2,1,1,111,11,101,11,101,1011,2,3,2,4,3,3,1,CCL,CL,CK,CL,CL,CKC,CC,C,C,C,C,C,,,,,,C,L,L,K,L,L,K,1,1,1,1,1,0,F,6,paenultima
3,2,2,3,2,4,Pro,no,mi,nal,ad,verb,erb,ø,N,AN,SS,ø,C,CC,CCL,CCLC,CCLCL,C,CC,KCC,CKCC,CCKCC,ø,CCVV,CVV,CVV,CVVC,VC,CVCC,1,0,0,1,1,3,0,0,0,1,1,2,2,1,1,1,0,1,2,2,2,2,1,1,2,111,1001,1001,1011,101,211,2,3,3,3,2,2,-1,CCL,CL,CL,CLC,KC,CKCC,CC,C,C,C,,C,,,,C,C,CC,L,L,L,L,K,K,1,1,1,1,1,2,T,6,antepaenultima
3,3,3,3,2,2,Pro,pel,ler,tur,bi,ne,e,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCK,K,CK,LCK,CLCK,CCLCK,ø,CCVV,CVC,CVC,CVC,CVV,CV,1,2,2,2,0,1,0,1,1,1,0,0,2,1,1,1,1,1,2,1,1,1,2,1,2,111,101,21,111,101,1001,2,2,3,3,3,3,1,CCL,CK,CKC,CKC,CL,CK,CC,C,C,C,C,C,,,C,C,,,L,K,K,K,L,K,1,1,0,1,1,0,T,6,sekunda
3,3,2,1,2,2,Pro,por,ti,o,na,le,e,ø,N,F,S,ø,C,CC,CCL,CCLC,CCLCK,K,CK,LCK,CLCK,LCLCK,ø,CCVV,CVC,CVV,VV,CVV,CV,1,2,0,0,0,1,0,1,0,0,0,0,2,1,1,0,1,1,2,1,2,2,2,1,1,111,111,101,1,1001,11,2,2,3,4,4,3,1,CCL,CKC,AL,L,CL,CK,CC,C,A,,C,C,,C,,,,,L,K,L,L,L,K,1,1,1,1,1,0,T,6,paenultima
3,3,2,1,3,4,Pro,por,ti,o,nal,wahl,ahl,ø,N,AN,SS,ø,C,CC,CCL,CCLC,CCLCK,C,LC,CLC,CCLC,LCCLC,ø,CCVV,CVC,CVV,VV,CVVC,CVVC,1,2,0,0,1,1,0,1,0,0,1,1,2,1,1,0,1,1,2,1,2,2,2,2,2,111,111,101,1,1011,111,2,2,3,4,3,3,1,CCL,CKC,AL,L,CLC,CLC,CC,C,A,,C,C,,C,,,C,C,L,K,L,L,L,L,1,1,1,1,1,1,T,6,paenultima
3,3,2,1,3,3,Pro,tek,ti,o,nis,mus,us,ø,N,N,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,CCKC,KCCKC,noacc,CCVV,CVC,CVV,VV,CVC,CVC,1,2,0,0,2,2,0,1,0,0,1,1,2,1,1,0,1,1,2,1,2,2,1,1,1,111,201,101,1,1101,1101,2,2,3,4,2,2,1,CCL,CKC,CL,L,CKC,CKC,CC,C,C,,C,C,,C,,,C,C,L,K,L,L,K,K,1,1,1,1,1,1,T,6,paenultima
3,3,2,1,2,6,pro,tek,ti,o,ni,stisch,isch,ø,A,N,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,CCKC,KCCKC,ø,CCVV,CVC,CVV,VV,CVC,CVC,1,2,0,0,2,2,0,1,0,0,1,1,2,1,1,0,1,1,2,1,2,2,1,1,1,111,201,101,1,1101,201,2,2,3,4,2,2,1,CCL,CKC,AL,L,CKC,CKC,CC,C,A,,C,C,,C,,,C,C,L,K,L,L,K,K,1,1,1,1,1,1,F,6,paenultima
3,3,2,1,3,3,Pro,vin,zi,a,lis,mus,us,ø,N,N,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,CCKC,KCCKC,noacc,CCVV,CVC,CVV,VC,CVC,CVC,1,2,0,1,2,2,0,1,0,1,1,1,2,1,1,0,1,1,2,1,2,1,1,1,1,111,1101,101,1,111,1101,2,2,3,4,3,2,1,CCL,CKC,AL,K,CKC,CKC,CC,C,A,,C,C,,C,,,C,C,L,K,L,K,K,K,1,1,1,1,1,1,T,6,paenultima
4,2,3,3,6,4,pseu,do,wis,sen,schaft,lich,ich,ø,A,A,AS,ø,C,CC,CCD,CCDC,CCDCL,C,KC,CKC,CCKC,CCCKC,noacc,CCVV,CVV,CVC,CVC,CVCC,CVC,1,0,2,2,3,2,0,0,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,201,101,101,1101,301,111,2,2,3,2,1,3,1,CCD,CL,CK,CKC,CKCC,CKC,CC,C,C,C,C,C,,,,C,CC,C,D,L,K,K,K,K,1,1,1,0,2,1,F,6,prima
3,3,1,2,2,2,Psy,cho,a,na,ly,se,e,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCL,K,CK,LCK,CLCK,KCLCK,ø,CCVV,CVV,VC,CVC,CVV,CV,1,0,1,2,0,1,0,0,1,1,0,0,2,1,0,1,1,1,2,2,1,1,2,1,2,201,101,1,1001,11,101,2,2,4,3,4,2,1,CCL,CL,K,CK,CL,CK,CC,C,,C,C,C,,,,,,,L,L,K,K,L,K,1,1,1,1,1,0,T,6,paenultima
3,3,1,2,2,5,psy,cho,a,na,ly,tisch,isch,ø,A,NA,SS,ø,C,CC,CCL,CCLC,CCLCL,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVV,VC,CVC,CVV,CVC,1,0,1,2,0,2,0,0,1,1,0,1,2,1,0,1,1,1,2,2,1,1,2,1,2,201,101,1,1001,11,201,2,2,4,3,4,2,1,CCL,CL,K,CK,CL,CKC,CC,C,,C,C,C,,,,,,C,L,L,K,K,L,K,1,1,1,1,1,1,F,6,paenultima
3,3,2,2,3,3,psy,cho,lo,gi,sie,ren,en,ø,V,N,SA,ø,C,CC,CCL,CCLC,CCLCL,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVV,CVV,CVV,CVV,CVC,1,0,0,0,0,2,0,0,0,0,0,1,2,1,1,1,1,1,2,2,2,2,2,1,1,201,101,11,101,101,1011,2,2,3,3,3,3,1,CCL,CL,CL,CL,CL,CKC,CC,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
3,3,3,2,3,5,psy,cho,the,ra,peu,tisch,isch,ø,A,N,SA,ø,C,CC,CCL,CCLC,CCLCL,C,KC,CKC,DCKC,CDCKC,ø,CCVV,CVV,CVV,CVC,CVV,CVC,1,0,0,2,0,2,0,0,0,1,0,1,2,1,1,1,1,1,2,2,2,1,2,1,1,201,101,101,11,101,201,2,2,2,3,3,2,-1,CCL,CL,CL,CK,CD,CKC,CC,C,C,C,C,C,,,,,,C,L,L,L,K,D,K,1,1,1,1,1,1,F,6,paenultima
2,2,2,2,2,2,Pu,ri,fi,ka,ti,on,on,ø,N,R,SA,ø,C,CL,CLC,CLCL,CLCLC,C,LC,LLC,ALLC,KALLC,ø,CVV,CVV,CVV,CVC,CVV,VVC,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,0,2,2,2,1,2,2,1,101,11,101,101,101,1001,3,4,3,2,3,3,1,CL,CL,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,L,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
2,2,2,3,3,3,py,ra,mi,den,f3r,mig,ig,ø,A,NN,ø,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,noacc,CVV,CVC,CVV,CVC,CVC,CVC,0,2,0,2,2,2,0,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,101,11,1001,1101,111,1101,3,3,3,2,2,2,1,CL,CK,CL,CKC,CKC,CKC,C,C,C,C,C,C,,,,C,C,C,L,K,L,K,K,K,1,1,1,0,1,1,F,6,undef
3,4,2,2,2,3,Qua,drat,de,zi,me,ter,er,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,LCKC,CLCKC,ø,CCVC,CCVVC,CVV,CVV,CVV,CVC,3,1,0,0,0,2,1,1,0,0,0,1,2,2,1,1,1,1,1,2,2,2,2,1,2,201,211,101,101,1001,111,2,2,2,3,3,2,1,CCK,CCLC,CL,AL,CL,CKC,CC,CC,C,A,C,C,,C,,,,C,K,L,L,L,L,K,1,1,1,1,1,0,T,6,sekunda
3,4,2,2,2,3,Qua,drat,ki,lo,me,ter,er,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,LCKC,CLCKC,ø,CCVC,CCVVC,CVV,CVV,CVV,CVC,3,1,0,0,0,2,1,1,0,0,0,1,2,2,1,1,1,1,1,2,2,2,2,1,2,201,211,101,11,1001,111,2,2,3,3,3,2,1,CCK,CCLC,CL,CL,CL,CKC,CC,CC,C,C,C,C,,C,,,,C,K,L,L,L,L,K,1,1,1,1,1,0,T,6,sekunda
3,4,3,2,2,3,Qua,drat,zen,ti,me,ter,er,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,LCKC,CLCKC,ø,CCVC,CCVVC,CVC,CVV,CVV,CVC,3,1,2,0,0,2,1,1,1,0,0,1,2,2,1,1,1,1,1,2,1,2,2,1,2,201,211,1101,101,1001,111,2,2,2,3,3,2,1,CCK,CCLC,AKC,CL,CL,CKC,CC,CC,A,C,C,C,,C,C,,,C,K,L,K,L,L,K,1,1,1,1,1,0,T,6,sekunda
3,2,2,2,2,2,Qua,li,fi,ka,ti,on,on,ø,N,R,SA,ø,C,CC,CCK,CCKC,CCKCL,C,LC,LLC,ALLC,KALLC,ø,CCVC,CVV,CVV,CVC,CVV,VVC,3,0,0,2,0,0,1,0,0,1,0,1,2,1,1,1,1,0,1,2,2,1,2,2,1,201,11,101,101,101,1001,2,4,3,2,3,3,1,CCK,CL,CL,CK,AL,LC,CC,C,C,C,A,,,,,,,C,K,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
3,2,4,3,4,2,Qua,li,t1ts,kon,trol,le,e,ø,N,NN,SAS,ø,C,CC,CCK,CCKC,CCKCL,K,CK,KCK,CKCK,CCKCK,ø,CCVC,CVV,CVVC,CVC,CCVC,CV,3,0,1,2,3,1,1,0,1,1,1,0,2,1,1,1,2,1,1,2,2,1,1,1,2,201,11,201,1101,111,11,2,4,2,2,2,3,1,CCK,CL,CLA,CKC,CCK,CK,CC,C,C,C,CC,C,,,A,C,,,K,L,L,K,K,K,1,1,1,1,1,0,T,6,undef
3,2,2,2,2,3,qua,si,of,fi,zi,ell,ell,ø,A,A,AS,ø,C,CC,CCL,CCLC,CCLCL,C,KC,LKC,ALKC,LALKC,ø,CCVV,CVV,VC,CVV,CVV,VC,1,0,1,0,0,1,0,0,1,0,0,1,2,1,0,1,1,0,2,2,1,2,2,1,1,201,101,1,101,101,11,2,3,4,3,3,3,-1,CCL,CL,K,CL,AL,KC,CC,C,,C,A,,,,,,,C,L,L,K,L,L,K,1,1,1,1,1,1,F,6,ultima
5,3,3,3,2,3,Q2eck,sil,ber,p1a,pa,rat,at,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,LC,CLC,KCLC,CKCLC,ø,CCVC,CVC,CVC,CCVC,CVC,CVVC,3,2,2,3,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,301,111,111,111,101,111,1,3,2,2,2,3,-1,CCKC,CKC,CKC,CCK,CK,CLC,CC,C,C,CC,C,C,C,C,C,,,C,K,K,K,K,K,L,1,1,0,1,1,1,T,6,prima
5,3,3,3,3,4,Q2eck,sil,ber,ver,gif,tung,ung,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CVC,CVC,CVC,CVC,CVC,3,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,301,111,111,111,201,1101,1,3,2,2,2,2,1,CCKC,CKC,CKC,CKC,CKC,CKC,CC,C,C,C,C,C,C,C,C,C,C,C,K,K,K,K,K,K,1,1,0,1,1,1,T,6,prima
4,3,2,2,2,2,Q2el,len,ma,te,ri,al,al,ø,N,NN,SAS,ø,C,CC,CCK,CCKC,CCKCK,C,LC,LLC,CLLC,LCLLC,ø,CCVC,CVC,CVC,CVV,CVV,VVC,3,2,2,0,0,0,1,1,1,0,0,1,2,1,1,1,1,0,1,1,1,2,2,2,2,201,1011,1001,101,11,11,2,3,3,2,4,4,-1,CCK,CKC,CK,CL,CL,LC,CC,C,C,C,C,,,C,,,,C,K,K,K,L,L,L,1,0,1,1,1,1,T,6,prima
2,2,2,2,3,3,ra,di,ka,li,sie,ren,en,ø,V,A,SA,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,1,11,101,101,11,101,1011,3,3,3,4,3,3,1,CK,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,K,L,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
2,2,1,1,2,4,Ra,di,o,a,ma,teur,eur,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLL,C,LC,CLC,KCLC,CKCLC,ø,CVV,CVV,VV,VC,CVC,CVVC,0,0,0,1,2,1,0,0,0,1,1,1,1,1,0,0,1,1,2,2,2,1,1,2,2,11,101,1,1,1001,111,4,3,4,4,3,2,1,CL,CL,L,K,CK,CLC,C,C,,,C,C,,,,,,C,L,L,L,K,K,L,1,1,1,1,1,1,T,6,prima
2,2,1,2,2,3,Ra,di,o,ap,pa,rat,at,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLL,C,LC,CLC,KCLC,CKCLC,ø,CVV,CVV,VV,VC,CVC,CVVC,0,0,0,1,2,1,0,0,0,1,1,1,1,1,0,0,1,1,2,2,2,1,1,2,2,11,101,1,1,101,111,4,3,4,4,2,3,1,CL,CL,L,K,CK,CLC,C,C,,,C,C,,,,,,C,L,L,L,K,K,L,1,1,1,1,1,1,T,6,prima
2,2,1,3,2,2,Ra,di,o,sta,ti,on,on,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLL,C,LC,LLC,ALLC,KALLC,ø,CVV,CVV,VV,CCVC,CVV,VVC,0,0,0,3,0,0,0,0,0,1,0,1,1,1,0,2,1,0,2,2,2,1,2,2,2,11,101,1,201,101,1001,4,3,4,2,3,3,1,CL,CL,L,CCK,AL,LC,C,C,,CC,A,,,,,,,C,L,L,L,K,L,L,1,1,1,1,1,1,T,6,prima
2,2,1,3,2,3,Ra,di,o,the,ra,pie,ie,ø,N,ø,SS,ø,C,CL,CLC,CLCL,CLCLL,L,CL,KCL,CKCL,LCKCL,ø,CVV,CVV,VV,CVV,CVC,CVV,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,1,1,2,2,2,2,1,2,2,11,101,1,101,11,101,4,3,4,2,3,3,1,CL,CL,L,CL,CK,CL,C,C,,C,C,C,,,,,,,L,L,L,L,K,L,1,1,1,1,1,1,T,6,ultima
