syl_len0,syl_len1,syl_len2,syl_len3,syl0,syl1,syl2,syl3,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,comp_len,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,onset_class0,onset_class1,onset_class2,onset_class3,koda_class0,koda_class1,koda_class2,koda_class3,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,syl_weight0,syl_weight1,syl_weight2,syl_weight3,nomen,sylcnt,stress_class
2,4,3,4,Al,lein,m1d,chen,en,ø,N,AN,SS,ø,K,KC,KCD,KCDC,KCDCC,C,KC,CKC,CCKC,LCCKC,ø,VC,CVVC,CVVC,CVC,1,1,1,2,1,1,1,1,0,1,1,1,1,2,2,1,2,1,1011,1101,1101,4,3,2,2,1,K,CDC,CLC,CKC,?,C,C,C,?,C,C,C,K,D,L,K,1,1,1,0,T,4,antepaenultima
2,3,2,3,Na,sal,vo,kal,al,ø,N,AN,SS,ø,C,CL,CLC,CLCL,CLCLC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVVC,CVV,CVVC,0,1,0,1,0,1,0,1,1,1,1,1,2,2,2,2,2,1001,111,101,111,4,3,2,3,-1,CL,CLC,CL,CLC,C,C,C,C,?,C,?,C,L,L,L,L,1,1,1,1,T,4,antepaenultima
3,4,4,4,Ent,behr,lich,keit,eit,ent,N,A,SA,noacc,K,KC,KCC,KCCC,KCCCL,C,DC,CDC,CCDC,KCCDC,ø,VCC,CVVC,CVC,CVVC,2,1,2,1,2,1,1,1,0,1,1,1,1,2,1,2,1,1101,111,111,201,2,2,3,2,-1,KCC,CLC,CKC,CDC,?,C,C,C,CC,C,C,C,K,L,K,D,2,1,1,1,T,4,antepaenultima
5,3,4,3,sechs,hun,dert,ste,e,ø,ø,ø,SA,ø,C,CK,CKC,CKCC,CKCCC,K,CK,CCK,CCCK,CCCCK,ø,CVCC,CVC,CVCC,CCV,3,2,3,2,2,1,2,0,1,1,1,2,1,1,1,1,1,301,1101,211,201,1,2,2,2,-1,CKCC,CKC,CKCC,CCK,C,C,C,CC,CC,C,CC,?,K,K,K,K,2,1,0,0,F,4,multa
1,4,3,3,e,mail,lie,ren,en,ø,V,N,SA,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,0,1,1,1,2,1,2,1,1,1,1011,2,1011,4,3,4,3,1,L,CKC,CL,CKC,?,C,C,C,?,C,?,C,L,K,L,K,1,1,1,0,F,4,paenultima
2,4,3,4,Zu,r2ck,set,zung,ung,ø,N,V,SA,ø,A,AL,ALC,ALCK,ALCKC,C,KC,AKC,KAKC,CKAKC,ø,CVV,CVC,CVC,CVC,0,2,2,2,0,1,1,1,1,1,1,1,2,1,1,1,1,101,111,101,1101,3,3,2,2,1,AL,CKC,CK,AKC,A,C,C,A,?,C,?,C,L,K,K,K,1,1,1,1,T,4,antepaenultima
4,3,3,4,Wech,sel,ord,nung,ung,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,CCCKC,ø,CVC,CVC,VC,CCVC,2,2,1,3,1,1,1,1,1,1,0,2,1,1,1,1,2,201,111,11,2101,2,2,3,2,1,CKC,CKC,KC,CCKC,C,C,?,CC,C,C,C,C,K,K,K,K,1,0,1,1,T,4,prima
3,5,3,3,Kon,trast,mit,tel,el,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CCVCC,CVC,CVC,2,4,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1101,311,1001,111,2,2,3,2,-1,CKC,CCKCC,CK,CKC,C,CC,C,C,C,CC,?,C,K,K,K,K,1,2,1,0,T,4,antepaenultima
2,3,3,4,Un,ter,las,sung,ung,unter,N,V,SA,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVC,CVC,CVC,1,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1001,111,11,1101,3,2,3,2,1,KC,CKC,CK,CKC,?,C,C,C,C,C,?,C,K,K,K,K,1,0,1,1,T,4,paenultima
2,2,1,4,P1,di,a,trie,ie,ø,N,ø,ø,ø,C,CK,CKC,CKCL,CKCLK,L,CL,CCL,KCCL,LKCCL,ø,CVC,CVV,VC,CCVV,2,0,1,1,1,0,1,0,1,1,0,2,1,2,1,2,0,101,101,1,111,2,3,4,3,-1,CK,CL,K,CCL,C,C,?,CC,?,?,?,?,K,L,K,L,1,1,1,1,T,4,ultima
1,3,2,6,8,ber,ra,schung,ung,ueber,N,V,SA,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,KCKC,CKCKC,ø,VV,CVC,CVC,CVC,0,2,2,2,0,1,1,1,0,1,1,1,2,1,1,1,1,1,111,11,1101,5,2,3,2,1,L,CKC,CK,CKC,?,C,C,C,?,C,?,C,L,K,K,K,1,0,1,1,T,4,paenultima
3,2,3,3,beu,te,gie,rig,ig,ø,A,NA,SS,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,LCKC,CLCKC,noacc,CVV,CV,CVV,CVC,0,1,0,2,0,0,0,1,1,1,1,1,2,1,2,1,2,101,101,101,111,3,2,3,3,1,CD,CK,CL,CKC,C,C,C,C,?,?,?,C,D,K,L,K,1,0,1,1,F,4,prima
3,2,3,2,W1r,me,pum,pe,e,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,K,CK,CCK,KCCK,CKCCK,ø,CVC,CV,CVC,CV,2,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,2,111,1001,1101,101,2,3,2,2,1,CKC,CK,CKC,CK,C,C,C,C,C,?,C,?,K,K,K,K,1,0,1,0,T,4,prima
2,3,6,3,Te,nor,schl2s,sel,el,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVVC,CCVC,CVC,0,1,3,2,0,1,1,1,1,1,2,1,2,2,1,1,2,101,1011,111,111,2,3,3,2,-1,CL,CLC,CCK,CKC,C,C,CC,C,?,C,?,C,L,L,K,K,1,1,1,0,T,4,antepaenultima
2,2,3,5,le,be,m1n,nisch,isch,ø,A,N,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CV,CVC,CVC,0,1,2,2,0,0,1,1,1,1,1,1,2,1,1,1,1,11,101,1001,1101,3,2,3,2,1,CL,CK,CK,CKC,C,C,C,C,?,?,?,C,L,K,K,K,1,0,1,1,F,4,prima
2,3,6,4,un,auf,schieb,lich,ich,ø,A,V,ø,ø,K,KC,KCD,KCDC,KCDCC,C,KC,CKC,CCKC,LCCKC,noacc,VC,VVC,CVVC,CVC,1,0,1,2,1,1,1,1,0,0,1,1,1,2,2,1,1,1001,101,201,111,3,3,2,3,-1,KC,DC,CLC,CKC,?,?,C,C,C,C,C,C,K,D,L,K,1,1,1,1,F,4,paenultima
3,4,4,4,Ver,f1ng,lich,keit,eit,ver,N,A,SA,noacc,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVC,CVC,CVVC,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,111,1101,111,201,2,2,3,2,-1,CKC,CKC,CKC,CDC,C,C,C,C,C,C,C,C,K,K,K,D,1,1,1,1,T,4,antepaenultima
1,3,2,5,e,ner,ge,tisch,isch,ø,A,N,SA,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,0,1,1,1,2,1,2,1,1,1,1011,101,201,4,3,2,2,-1,L,CKC,CL,CKC,?,C,C,C,?,C,?,C,L,K,L,K,1,1,1,1,F,4,paenultima
2,3,3,3,un,ter,r2h,ren,en,unter,V,PV,SS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVC,1,2,0,2,1,1,0,1,0,1,1,1,1,1,2,1,2,1001,111,11,1011,3,2,4,3,-1,KC,CKC,CL,CKC,?,C,C,C,C,C,?,C,K,K,L,K,1,0,1,0,F,4,prima
1,2,2,5,o,ra,to,risch,isch,ø,A,N,SA,ø,L,LC,LCK,LCKC,LCKCL,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,0,1,1,1,2,1,2,1,1,1,11,101,111,4,3,2,3,1,L,CK,CL,CKC,?,C,C,C,?,?,?,C,L,K,L,K,1,1,1,1,F,4,paenultima
2,3,3,3,Zi,vil,pro,ze$,e$,ø,N,AN,SS,ø,A,AL,ALC,ALCL,ALCLC,C,KC,AKC,LAKC,CLAKC,ø,CVV,CVVC,CCVV,CVC,0,1,1,2,0,1,0,1,1,1,2,1,2,2,2,1,2,101,111,111,201,3,3,2,2,1,AL,CLC,CCL,AKC,A,C,CC,A,?,C,?,C,L,L,L,K,1,1,1,1,T,4,antepaenultima
2,2,2,4,Er,m1,$i,gung,ung,er,N,V,SA,noacc,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVV,CVC,CVC,1,0,2,2,1,0,1,1,0,1,1,1,1,2,1,1,1,11,1001,101,1101,3,3,3,2,1,KC,CL,CK,CKC,?,C,C,C,C,?,?,C,K,L,K,K,1,1,1,1,T,4,antepaenultima
5,3,4,2,Schul,ter,klap,pe,e,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,K,CK,KCK,CKCK,CCKCK,ø,CVC,CVC,CCVC,CV,2,2,3,1,1,1,1,0,1,1,2,1,1,1,1,1,2,111,111,111,101,3,2,2,2,-1,CKC,CKC,CCK,CK,C,C,CC,C,C,C,?,?,K,K,K,K,1,0,1,0,T,4,prima
3,1,2,3,Pri,o,ri,t1t,1t,ø,N,N,SA,ø,C,CC,CCL,CCLL,CCLLC,C,LC,CLC,LCLC,CLCLC,ø,CCVV,VV,CVV,CVVC,1,0,0,1,0,0,0,1,2,0,1,1,2,2,2,2,1,111,1,11,201,3,4,4,2,1,CCL,L,CL,CLC,CC,?,C,C,?,?,?,C,L,L,L,L,1,1,1,1,T,4,ultima
6,4,4,4,Selbst,herr,lich,keit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCC,C,DC,CDC,CCDC,KCCDC,ø,CVCCCC,CVC,CVC,CVVC,5,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,1,411,111,111,201,1,2,3,2,-1,CKCCCC,CKC,CKC,CDC,C,C,C,C,CCCC,C,C,C,K,K,K,D,2,1,1,1,T,4,prima
2,1,3,4,ru,i,nen,haft,aft,ø,A,N,SA,ø,C,CL,CLL,CLLC,CLLCK,C,CC,KCC,CKCC,CCKCC,ø,CVV,VV,CVC,CVCC,0,0,2,3,0,0,1,2,1,0,1,1,2,2,1,1,1,11,1,2001,301,4,5,2,1,1,CL,L,CKC,CKCC,C,?,C,C,?,?,C,CC,L,L,K,K,1,1,0,2,F,4,antepaenultima
4,2,3,3,Wind,ma,che,rei,ei,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCC,D,CD,KCD,CKCD,KCKCD,acc,CVCC,CVC,CV,CVV,3,2,1,0,2,1,0,0,1,1,1,1,1,1,1,2,1,1201,1001,101,11,2,3,2,4,-1,CKCC,CK,CK,CD,C,C,C,C,CC,?,?,?,K,K,K,D,2,1,0,1,T,4,ultima
3,3,3,3,nie,der,sin,ken,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,CVC,CVC,0,2,2,2,0,1,1,1,1,1,1,1,2,1,1,1,2,1001,111,1101,1101,3,2,2,2,1,CL,CKC,CKC,CKC,C,C,C,C,?,C,C,C,L,K,K,K,1,0,1,0,F,4,prima
5,3,3,2,Sch1r,fen,tie,fe,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,K,CK,LCK,CLCK,CCLCK,ø,CVC,CVC,CVV,CV,2,2,0,1,1,1,0,0,1,1,1,1,1,1,2,1,2,111,1101,101,101,2,2,3,2,-1,CKC,CKC,CL,CK,C,C,C,C,C,C,?,?,K,K,L,K,1,0,1,0,T,4,prima
2,4,3,4,ge,heim,nis,voll,oll,ø,A,NA,SS,ø,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,CCKC,KCCKC,ø,CV,CVVC,CVC,CVC,1,1,2,2,0,1,1,1,1,1,1,1,1,2,1,1,2,101,1101,1101,111,2,3,2,2,1,CK,CDC,CKC,CKC,C,C,C,C,?,C,C,C,K,D,K,K,0,1,1,1,F,4,antepaenultima
2,3,4,3,Ab,sti,nenz,ler,er,ø,N,N,SA,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,ACKC,CACKC,noacc,VC,CCVV,CVCC,CVC,1,1,3,2,1,0,2,1,0,2,1,1,1,2,1,1,1,101,201,2101,21,2,2,2,3,1,KC,CCL,CKCA,CKC,?,CC,C,C,C,?,CA,C,K,L,K,K,1,1,2,0,T,4,paenultima
3,4,2,2,Vor,f2hr,da,me,e,vor,N,VN,SS,acc,C,CL,CLC,CLCC,CLCCL,K,CK,LCK,CLCK,CCLCK,ø,CVVC,CVVC,CVV,CV,1,1,0,1,1,1,0,0,1,1,1,1,2,2,2,1,2,111,111,101,1001,2,3,3,3,1,CLC,CLC,CL,CK,C,C,C,C,C,C,?,?,L,L,L,K,1,1,1,0,T,4,prima
2,2,2,3,ve,te,ri,n1r,1r,ø,A,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVV,CVV,CVVC,0,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,0,101,101,11,1011,2,2,4,3,1,CL,CL,CL,CLC,C,C,C,C,?,?,?,C,L,L,L,L,1,1,1,1,F,4,ultima
3,3,3,4,Kun,den,wer,bung,ung,ø,N,NV,ø,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,CVC,CVC,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1101,1101,111,1101,2,2,2,2,-1,CKC,CKC,CKC,CKC,C,C,C,C,C,C,C,C,K,K,K,K,1,0,1,1,T,4,prima
3,4,2,3,ein,satz,f1,hig,ig,ein,A,NA,SS,acc,D,DC,DCC,DCCK,DCCKA,C,KC,LKC,CLKC,ACLKC,ø,VVC,CVC,CVV,VC,0,2,0,1,1,1,0,1,0,1,1,0,2,1,2,1,2,1001,201,101,101,4,2,2,3,-1,DC,CKA,CL,KC,?,C,C,?,C,A,?,C,D,K,L,K,1,1,1,1,F,4,prima
2,3,3,2,Es,sig,gur,ke,e,ø,N,NN,SS,ø,K,KC,KCK,KCKC,KCKCC,K,CK,CCK,KCCK,CKCCK,ø,VC,CVC,CVC,CV,1,2,2,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,201,111,101,4,2,3,2,1,K,CKC,CKC,CK,?,C,C,C,?,C,C,?,K,K,K,K,1,1,1,0,T,4,prima
4,2,2,2,Halb,fi,na,le,e,ø,N,ø,SS,ø,C,CK,CKC,CKCC,CKCCC,K,CK,LCK,CLCK,LCLCK,ø,CVCC,CVV,CVV,CV,3,0,0,1,2,0,0,0,1,1,1,1,1,2,2,1,2,211,101,1001,11,2,3,4,3,1,CKCC,CL,CL,CK,C,C,C,C,CC,?,?,?,K,L,L,K,2,1,1,0,T,4,prima
4,2,4,2,Kehr,ma,schi,ne,e,ø,N,VN,SS,ø,C,CL,CLC,CLCC,CLCCK,K,CK,LCK,CLCK,KCLCK,ø,CVVC,CVC,CVV,CV,1,2,0,1,1,1,0,0,1,1,1,1,2,1,2,1,2,111,1001,101,1001,2,3,3,3,1,CLC,CK,CL,CK,C,C,C,C,C,?,?,?,L,K,L,K,1,1,1,0,T,4,prima
2,2,4,5,al,go,rith,misch,isch,ø,A,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVV,CVC,CVC,1,0,2,2,1,0,1,1,0,1,1,1,1,2,1,1,1,11,101,111,1101,3,2,3,2,1,KC,CL,CKC,CKC,?,C,C,C,C,?,C,C,K,L,K,K,1,1,1,1,F,4,paenultima
2,3,3,3,em,por,kom,men,en,ø,V,BV,SS,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVVC,CVC,CVC,1,1,2,2,1,1,1,1,0,1,1,1,1,2,1,1,2,1001,111,101,2001,3,2,2,2,1,KC,CLC,CK,CKC,?,C,C,C,C,C,?,C,K,L,K,K,1,1,1,0,F,4,antepaenultima
2,2,5,3,in,te,grier,bar,ar,ø,A,V,SA,ø,K,KC,KCC,KCCL,KCCLC,C,LC,CLC,CCLC,LCCLC,ø,VC,CVV,CCVVC,CVVC,1,0,1,1,1,0,1,1,0,1,2,1,1,2,2,2,1,1001,101,121,111,3,2,3,3,-1,KC,CL,CCLC,CLC,?,C,CC,C,C,?,C,C,K,L,L,L,1,1,1,1,F,4,paenultima
2,2,3,3,un,an,st3,$ig,ig,ø,A,A,AS,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,CLCKC,noacc,VC,VC,CCVV,CVC,1,1,1,2,1,1,0,1,0,0,2,1,1,1,2,1,1,1001,1001,201,201,3,3,2,2,-1,KC,KC,CCL,CKC,?,?,CC,C,C,C,?,C,K,K,L,K,1,1,1,1,F,4,prima
3,3,3,3,hin,auf,zie,hen,en,hin,V,BV,SS,acc,C,CK,CKC,CKCD,CKCDC,C,KC,LKC,ALKC,CALKC,ø,CVC,CVVC,CVV,VC,2,1,0,1,1,1,0,1,1,1,1,0,1,2,2,1,2,101,1101,101,1001,3,3,3,3,1,CK,CDC,AL,KC,C,C,A,?,?,C,?,C,K,D,L,K,1,1,1,0,F,4,antepaenultima
2,3,2,3,ne,ben,to,nig,ig,ø,A,N,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,noacc,CVV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,1,1,1,1,2,1,2,1,1,1001,1101,101,1101,3,2,2,2,-1,CL,CKC,CL,CKC,C,C,C,C,?,C,?,C,L,K,L,K,1,0,1,1,F,4,prima
3,3,4,2,Fin,ger,spit,ze,e,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,K,AK,KAK,CKAK,CCKAK,ø,CVC,CVC,CCVC,CV,2,2,3,1,1,1,1,0,1,1,2,1,1,1,1,1,2,101,1011,201,101,3,3,2,2,-1,CK,CKC,CCK,AK,C,C,CC,A,?,C,?,?,K,K,K,K,1,0,1,0,T,4,prima
2,4,2,3,Ka,sten,we,sen,en,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,CVC,2,2,0,2,1,1,0,1,1,1,1,1,1,1,2,1,2,201,1101,101,1101,2,2,2,2,1,CKC,CKC,CL,CKC,C,C,C,C,C,C,?,C,K,K,L,K,1,0,1,0,T,4,prima
5,2,3,2,Richt,an,ten,ne,e,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCK,K,CK,KCK,CKCK,CCKCK,ø,CVCC,VC,CVC,CV,3,1,2,1,2,1,1,0,1,0,1,1,1,1,1,1,2,211,1001,101,1001,2,3,2,3,1,CKCC,KC,CK,CK,C,?,C,C,CC,C,?,?,K,K,K,K,2,1,1,0,T,4,prima
3,4,2,2,sub,stan,ti,al,al,ø,A,A,S,ø,C,CK,CKC,CKCC,CKCCC,C,KC,LKC,ALKC,CALKC,ø,CVC,CCVC,CVV,VC,2,3,0,1,1,1,0,1,1,2,1,0,1,1,2,1,1,201,1201,101,11,2,2,3,3,-1,CKC,CCKC,AL,KC,C,CC,A,?,C,C,?,C,K,K,L,K,1,1,1,1,F,4,ultima
2,1,3,6,ge,o,gra,phisch,isch,ø,A,N,SA,ø,C,CL,CLL,CLLC,CLLCC,C,KC,CKC,LCKC,CLCKC,ø,CVV,VV,CCVV,CVC,0,0,1,2,0,0,0,1,1,0,2,1,2,2,2,1,1,101,1,111,201,2,4,3,2,1,CL,L,CCL,CKC,C,?,CC,C,?,?,?,C,L,L,L,K,1,1,1,1,F,4,paenultima
3,2,3,4,Ver,lo,ren,heit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCL,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVV,CVC,CVVC,2,0,2,1,1,0,1,1,1,1,1,1,1,2,1,2,1,111,11,1011,201,2,3,3,2,1,CKC,CL,CKC,CDC,C,C,C,C,C,?,C,C,K,L,K,D,1,1,0,1,T,4,antepaenultima
5,2,2,3,Straf,ko,lo,nie,ie,ø,N,NN,SS,ø,C,CC,CCC,CCCL,CCCLC,L,CL,LCL,CLCL,LCLCL,ø,CCCVVC,CVV,CVV,CVV,2,0,0,0,1,0,0,0,3,1,1,1,2,2,2,2,2,311,101,11,1001,2,2,3,3,1,CCCLC,CL,CL,CL,CCC,C,C,C,C,?,?,?,L,L,L,L,1,1,1,1,T,4,prima
3,3,5,4,Aus,las,sungs,satz,atz,aus,N,NN,SAS,acc,D,DC,DCC,DCCK,DCCKC,A,KA,CKA,CCKA,CCCKA,ø,VVC,CVC,CVCC,CVC,0,2,3,2,1,1,2,1,0,1,1,1,2,1,1,1,2,101,11,1201,201,3,3,2,2,1,DC,CK,CKCC,CKA,?,C,C,C,C,?,CC,A,D,K,K,K,1,1,2,1,T,4,prima
3,3,2,3,Fin,ger,na,gel,el,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,CVC,2,2,0,2,1,1,0,1,1,1,1,1,1,1,2,1,2,101,1011,1001,111,3,3,4,2,1,CK,CKC,CL,CKC,C,C,C,C,?,C,?,C,K,K,L,K,1,0,1,0,T,4,prima
3,2,3,2,K1l,te,wel,le,e,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,K,CK,KCK,CKCK,KCKCK,ø,CVC,CV,CVC,CV,2,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,2,111,101,101,11,2,2,2,3,-1,CKC,CK,CK,CK,C,C,C,C,C,?,?,?,K,K,K,K,1,0,1,0,T,4,prima
3,3,3,3,auf,pro,bie,ren,en,auf,V,V,AS,acc,D,DC,DCC,DCCC,DCCCL,C,KC,CKC,LCKC,CLCKC,ø,VVC,CCVV,CVV,CVC,0,1,0,2,1,0,0,1,0,2,1,1,2,2,2,1,1,101,111,101,1011,3,2,3,3,1,DC,CCL,CL,CKC,?,CC,C,C,C,?,?,C,D,L,L,K,1,1,1,0,F,4,prima
3,2,3,4,Vor,ei,lig,keit,eit,vor,N,A,SA,acc,C,CL,CLC,CLCD,CLCDC,C,DC,CDC,CCDC,KCCDC,ø,CVVC,VV,CVC,CVVC,1,0,2,1,1,0,1,1,1,0,1,1,2,2,1,2,1,111,1,111,201,2,6,3,2,1,CLC,D,CKC,CDC,C,?,C,C,C,?,C,C,L,D,K,D,1,1,1,1,T,4,prima
2,3,4,4,Un,end,lich,keit,eit,ø,N,A,SA,ø,K,KC,KCK,KCKC,KCKCC,C,DC,CDC,CCDC,KCCDC,ø,VC,VCC,CVC,CVVC,1,2,2,1,1,2,1,1,0,0,1,1,1,1,1,2,1,1001,1101,111,201,3,2,3,2,-1,KC,KCC,CKC,CDC,?,?,C,C,C,CC,C,C,K,K,K,D,1,2,1,1,T,4,antepaenultima
2,3,2,3,Af,ter,le,der,er,ø,N,NN,SS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVC,1,2,0,2,1,1,0,1,0,1,1,1,1,1,2,1,2,101,111,11,111,2,2,3,2,-1,KC,CKC,CL,CKC,?,C,C,C,C,C,?,C,K,K,L,K,1,0,1,0,T,4,prima
3,4,3,3,tod,lang,wei,lig,ig,ø,A,NA,SS,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,DCKC,CDCKC,noacc,CVVC,CVC,CVV,CVC,1,2,0,2,1,1,0,1,1,1,1,1,2,1,2,1,2,201,1011,101,111,2,3,3,3,-1,CLC,CKC,CD,CKC,C,C,C,C,C,C,?,C,L,K,D,K,1,1,1,1,F,4,multa
3,2,2,4,Mez,zo,so,pran,an,ø,N,N,AS,ø,C,CK,CKA,CKAL,CKALC,C,LC,CLC,CCLC,LCCLC,ø,CVC,CVV,CVV,CCVVC,2,0,0,1,1,0,0,1,1,1,1,2,1,2,2,2,1,1001,101,101,1111,3,2,2,3,1,CK,AL,CL,CCLC,C,A,C,CC,?,?,?,C,K,L,L,L,1,1,1,1,T,4,prima
2,3,2,2,Ou,ver,t2,re,e,ø,N,ø,ø,ø,L,LC,LCL,LCLC,LCLCC,K,CK,LCK,CLCK,CCLCK,ø,VV,CVVC,CVV,CV,0,1,0,1,0,1,0,0,0,1,1,1,2,2,2,1,0,1,111,101,11,5,2,3,3,1,L,CLC,CL,CK,?,C,C,C,?,C,?,?,L,L,L,K,1,1,1,0,T,4,paenultima
3,3,3,3,Kom,man,dan,tur,ur,ø,N,N,SA,ø,C,CK,CKC,CKCK,CKCKC,C,LC,CLC,CCLC,KCCLC,ø,CVC,CVC,CVC,CVVC,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,101,2001,1101,111,2,2,2,3,-1,CK,CKC,CKC,CLC,C,C,C,C,?,C,C,C,K,K,K,L,1,1,1,1,T,4,ultima
4,4,2,3,Wort,klau,be,rei,ei,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCC,D,CD,KCD,CKCD,DCKCD,acc,CVCC,CCVV,CV,CVV,3,1,1,0,2,0,0,0,1,2,1,1,1,2,1,2,1,211,111,101,11,2,3,2,4,-1,CKCC,CCD,CK,CD,C,CC,C,C,CC,?,?,?,K,D,K,D,2,1,0,1,T,4,ultima
3,2,4,2,Aus,ge,lern,te,e,ø,N,F,SA,ø,D,DC,DCC,DCCK,DCCKC,K,CK,CCK,CCCK,KCCCK,ø,VVC,CV,CVCC,CV,0,1,3,1,1,0,2,0,0,1,1,1,2,1,1,1,1,101,101,1021,101,3,2,3,2,1,DC,CK,CKCC,CK,?,C,C,C,C,?,CC,?,D,K,K,K,1,0,2,0,T,4,prima
3,2,4,3,Tem,pe,renz,ler,er,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,ACKC,CACKC,noacc,CVC,CV,CVCC,CVC,2,1,3,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1101,101,1111,21,2,2,2,3,-1,CKC,CK,CKCA,CKC,C,C,C,C,C,?,CA,C,K,K,K,K,1,0,2,0,T,4,paenultima
2,3,2,4,Ak,ten,ta,sche,e,ø,N,NN,SAS,ø,K,KC,KCC,KCCK,KCCKC,K,CK,KCK,CKCK,CCKCK,ø,VC,CVC,CVC,CV,1,2,2,1,1,1,1,0,0,1,1,1,1,1,1,1,2,101,1101,101,101,2,2,2,2,-1,KC,CKC,CK,CK,?,C,C,C,C,C,?,?,K,K,K,K,1,0,1,0,T,4,prima
