A	?\"a:
hintenüberstürzen	hIn.t@n.?\"y:.b6.St%Y6.ts@n
hinter	h\"In.t6
hinterbringe	hi:n.t6.br\"I.N@
hinterbringen	hi:n.t6.br\"I.N@n
hinterbringend	hi:n.t6.br\"I.N@nt
hinterbringest	hi:n.t6.br\"I.N@st
hinterbringet	hi:n.t6.br\"I.N@t
hinterbringst	hi:n.t6.br\"INst
hinterbringt	hi:n.t6.br\"INt
hinterdrein	hIn.t6.dr\"aIn
hintere	h\"In.t@.r@
hintereinander	hIn.t6.?aI.n\"an.d6
hintereinandergehen	hIn.t6.?aI.n\"an.d6.g%e:.@n
hintereinanderher	hIn.t6.?aI.n\"an.d6.h%e:6
hintereinanderkommen	hIn.t6.?aI.n\"an.d6.k%O.m@n
hinterem	h\"In.t@.r@m
hinteren	h\"In.t@.r@n
hinterer	h\"In.t@.r6
hinterere	h\"In.t@.r@.r@
hintererem	h\"In.t@.r@.r@m
hintereren	h\"In.t@.r@.r@n
hintererer	h\"In.t@.r@.r6
hintereres	h\"In.t@.r@.r@s
hinteres	h\"In.t@.r@s
hinterfahren	hIn.t6.f\"a:.r@n
hinterfrage	hIn.t6.fr\"a:.g@
hinterfragen	hIn.t6.fr\"a:.g@n
hinterfragend	hIn.t6.fr\"a:.g@nt
hinterfragest	hIn.t6.fr\"a:.g@st
hinterfraget	hIn.t6.fr\"a:.g@t
hinterfragst	hIn.t6.fr\"a:kst
hinterfragt	hIn.t6.fr\"a:kt
hinterfragte	hIn.t6.fr\"a:k.t@
hinterfragten	hIn.t6.fr\"a:k.t@n
hinterfragtest	hIn.t6.fr\"a:k.t@st
hinterfragtet	hIn.t6.fr\"a:k.t@t
hintergehe	hIn.t6.g\"e:.@
hintergehen	hIn.t6.g\"e:.@n
hintergehend	hIn.t6.g\"e:.@nt
hintergehest	hIn.t6.g\"e:.@st
hintergehet	hIn.t6.g\"e:.@t
hintergehst	hIn.t6.g\"e:st
hintergeht	hIn.t6.g\"e:t
hinterher	hIn.t6.h\"e:6
hinterhersein	hIn.t6.h\"e:6.z%aIn
hinterhinken	h\"In.t6.h%In.k@n
hinterlasse	hIn.t6.l\"a.s@
hinterlassen	hIn.t6.l\"a.s@n
hinterlassend	hIn.t6.l\"a.s@nt
hinterlassest	hIn.t6.l\"a.s@st
hinterlasset	hIn.t6.l\"a.s@t
hinterlasst	hIn.t6.l\"ast
hinterlege	hIn.t6.l\"e:.g@
hinterlegen	hIn.t6.l\"e:.g@n
hinterlegend	hIn.t6.l\"e:.g@nt
hinterlegest	hIn.t6.l\"e:.g@st
hinterleget	hIn.t6.l\"e:.g@t
hinterlegst	hIn.t6.l\"e:kst
hinterlegt	hIn.t6.l\"e:kt
hinterlegte	hIn.t6.l\"e:k.t@
hinterlegten	hIn.t6.l\"e:k.t@n
hinterlegtest	hIn.t6.l\"e:k.t@st
hinterlegtet	hIn.t6.l\"e:k.t@t
hinterließ	hIn.t6.l\"i:s
hinterm	h\"In.t6m
hinterrücks	h\"In.t6.rYks
hinters	h\"In.t6s
hinterst	h\"In.t6st
hinterste	h\"In.t6s.t@
hinterstem	h\"In.t6s.t@m
hintersten	h\"In.t6s.t@n
hinterster	h\"In.t6s.t6
hinterstes	h\"In.t6s.t@s
hinterwäldlerisch	h\"In.t6.v%E:l.dl@.rIS
hinterwärts	h\"In.t6.v%E6ts
hinterziehe	hIn.t6.ts\"i:.@
hinterziehen	hIn.t6.ts\"i:.@n
hinterziehend	hIn.t6.ts\"i:.@nt
hinterziehest	hIn.t6.ts\"i:.@st
hinterziehet	hIn.t6.ts\"i:.@t
hinterziehst	hIn.t6.ts\"i:st
hinterzieht	hIn.t6.ts\"i:t
hinterzog	hIn.t6.ts\"o:k
hinterzogen	hIn.t6.ts\"o:.g@n
hinterzogst	hIn.t6.ts\"o:kst
hinterzogt	hIn.t6.ts\"o:kt
hinumfahren	hI.n\"Um.f%a:.r@n
hinumgehen	hI.n\"Um.g%e:.@n
hinumgucken	hI.n\"Um.g%U.k@n
hinumkommen	hI.n\"Um.k%O.m@n
hinumlangen	hI.n\"Um.l%a.N@n
hinumlaufen	hI.n\"Um.l%aU.f@n
hinunter	hI.n\"Un.t6
hinunterfahren	hI.n\"Un.t6.f%a:.r@n
hinunterfliegen	hI.n\"Un.t6.fl%i:.g@n
hinunterführen	hI.n\"Un.t6.f%y:.r@n
hinunterlassen	hI.n\"Un.t6.l%a.s@n
hinunterschicken	hI.n\"Un.t6.S%I.k@n
hinunterwerfen	hI.n\"Un.t6.v%E6.f@n
hinweg	hIn.v\"Ek
hinwiederum	hIn.v\"i:.d@.rUm
hinzu	hIn.ts\"u:
hinzuschauen	h\"In.tsu:.SaU.@n
hinüber	hI.n\"y:.b6
hinüberblicken	hI.n\"y:.b6.bl%I.k@n
hinüberfahren	hI.n\"y:.b6.f%a:.r@n
hinübergehen	hI.n\"y:.b6.g%e:.@n
hinüberklettern	hI.n\"y:.b6.kl%E.t6n
hinüberkommen	hI.n\"y:.b6.k%O.m@n
hinüberlaufen	hI.n\"y:.b6.l%aU.f@n
hinüberreichen	hI.n\"y:.b6.r%aI.C@n
hinübersein	hI.n\"y:.b6.z%aIn
hinübersetzen	hI.n\"y:.b6.z%E.ts@n
hinüberspielen	hI.n\"y:.b6.Sp%i:.l@n
hinüberspringen	hI.n\"y:.b6.Spr%I.N@n
hinübertun	hI.n\"y:.b6.t%u:n
hinüberwechseln	hI.n\"y:.b6.v%Ek.s@ln
hinüberziehen	hI.n\"y:.b6.ts%i:.@n
hippokratisch	hI.po:.kr\"a:.tIS
hirngeschädigt	h\"I6n.g@.S%E.dICt
hirnverbrannt	h\"I6n.fE6.br%ant
hirnverbrannte	h\"I6n.fE6.br%an.t@
hirnverbranntem	h\"I6n.fE6.br%an.t@m
hirnverbrannten	h\"I6n.fE6.br%an.t@n
hirnverbrannter	h\"I6n.fE6.br%an.t6
hirnverbranntere	h\"I6n.fE6.br%an.t@.r@
hirnverbrannterem	h\"I6n.fE6.br%an.t@.r@m
hirnverbrannteren	h\"I6n.fE6.br%an.t@.r@n
hirnverbrannterer	h\"I6n.fE6.br%an.t@.r6
hirnverbrannteres	h\"I6n.fE6.br%an.t@.r@s
hirnverbranntes	h\"I6n.fE6.br%an.t@s
hirnverbranntest	h\"I6n.fE6.br%an.t@st
hirnverbrannteste	h\"I6n.fE6.br%an.t@s.t@
hirnverbranntestem	h\"I6n.fE6.br%an.t@s.t@m
hirnverbranntesten	h\"I6n.fE6.br%an.t@s.t@n
hirnverbranntester	h\"I6n.fE6.br%an.t@s.t6
hirnverbranntestes	h\"I6n.fE6.br%an.t@s.t@s
hirnverbranntst	h\"I6n.fE6.br%antst
hirnverbranntste	h\"I6n.fE6.br%ants.t@
hirnverbranntstem	h\"I6n.fE6.br%ants.t@m
hirnverbranntsten	h\"I6n.fE6.br%ants.t@n
hirnverbranntster	h\"I6n.fE6.br%ants.t6
hirnverbranntstes	h\"I6n.fE6.br%ants.t@s
hisse	h\"I.s@
hissen	h\"I.s@n
hissend	h\"I.s@nt
hissest	h\"I.s@st
hisset	h\"I.s@t
hisst	h\"Ist
hisste	h\"Is.t@
hissten	h\"Is.t@n
hisstest	h\"Is.t@st
hisstet	h\"Is.t@t
histologisch	hIs.to:.l\"o:.gIS
histologische	hIs.to:.l\"o:.gI.S@
histologischem	hIs.to:.l\"o:.gI.S@m
histologischen	hIs.to:.l\"o:.gI.S@n
histologischer	hIs.to:.l\"o:.gI.S6
histologisches	hIs.to:.l\"o:.gI.S@s
historisch	hIs.t\"o:.rIS
historische	hIs.t\"o:.rI.S@
historischem	hIs.t\"o:.rI.S@m
historischen	hIs.t\"o:.rI.S@n
historischer	hIs.t\"o:.rI.S6
historisches	hIs.t\"o:.rI.S@s
historisieren	hIs.to:.ri:.z\"i:.r@n
historistisch	hIs.to:.r\"Is.tIS
historistische	hIs.to:.r\"Is.tI.S@
historistischem	hIs.to:.r\"Is.tI.S@m
historistischen	hIs.to:.r\"Is.tI.S@n
historistischer	hIs.to:.r\"Is.tI.S6
historistischere	hIs.to:.r\"Is.tI.S@.r@
historistischerem	hIs.to:.r\"Is.tI.S@.r@m
historistischeren	hIs.to:.r\"Is.tI.S@.r@n
historistischerer	hIs.to:.r\"Is.tI.S@.r6
historistischeres	hIs.to:.r\"Is.tI.S@.r@s
historistisches	hIs.to:.r\"Is.tI.S@s
historistischst	hIs.to:.r\"Is.tISst
historistischste	hIs.to:.r\"Is.tISs.t@
historistischstem	hIs.to:.r\"Is.tISs.t@m
historistischsten	hIs.to:.r\"Is.tISs.t@n
historistischster	hIs.to:.r\"Is.tISs.t6
historistischstes	hIs.to:.r\"Is.tISs.t@s
histrionisch	hIs.tri:.?\"o:.nIS
hitzig	h\"I.tsIC
hitzige	h\"I.tsI.g@
hitzigem	h\"I.tsI.g@m
hitzigen	h\"I.tsI.g@n
hitziger	h\"I.tsI.g6
hitzigere	h\"I.tsI.g@.r@
hitzigerem	h\"I.tsI.g@.r@m
hitzigeren	h\"I.tsI.g@.r@n
hitzigerer	h\"I.tsI.g@.r6
hitzigeres	h\"I.tsI.g@.r@s
hitziges	h\"I.tsI.g@s
hitzigst	h\"I.tsICst
hitzigste	h\"I.tsICs.t@
hitzigstem	h\"I.tsICs.t@m
hitzigsten	h\"I.tsICs.t@n
hitzigster	h\"I.tsICs.t6
hitzigstes	h\"I.tsICs.t@s
hitzt	h\"Itst
hm	ha:.?\"Em
hmhm	ha:.?Em.ha:.?\"Em
hob	h\"o:p
hobeln	h\"o:.b@ln
hobelnd	h\"o:.b@lnt
hobelst	h\"o:.b@lst
hobelt	h\"o:.b@lt
hobelte	h\"o:.b@l.t@
hobelten	h\"o:.b@l.t@n
hobeltest	h\"o:.b@l.t@st
hobeltet	h\"o:.b@l.t@t
hoben	h\"o:.b@n
hoble	h\"o:.bl@
hobst	h\"o:pst
hobt	h\"o:pt
hoch	h\"o:x
hochaufgeschossen	h\"o:x.?%aUf.g@.S%O.s@n
hochbeladen	h\"o:x.b@.l%a:.d@n
hochbesteuert	h\"o:x.b@.St%OY.6t
hochbesteuerte	h\"o:x.b@.St%OY.6.t@
hochbesteuertem	h\"o:x.b@.St%OY.6.t@m
hochbesteuerten	h\"o:x.b@.St%OY.6.t@n
hochbesteuerter	h\"o:x.b@.St%OY.6.t6
hochbesteuertes	h\"o:x.b@.St%OY.6.t@s
hochbezahlt	h\"o:x.b@.ts%a:lt
hochbezahlte	h\"o:x.b@.ts%a:l.t@
hochbezahltem	h\"o:x.b@.ts%a:l.t@m
hochbezahlten	h\"o:x.b@.ts%a:l.t@n
hochbezahlter	h\"o:x.b@.ts%a:l.t6
hochbezahltes	h\"o:x.b@.ts%a:l.t@s
hochdotiert	h\"o:x.do:.t%i:6t
hochdotierte	h\"o:x.do:.t%i:6.t@
hochdotiertem	h\"o:x.do:.t%i:6.t@m
hochdotierten	h\"o:x.do:.t%i:6.t@n
hochdotierter	h\"o:x.do:.t%i:6.t6
hochdotiertes	h\"o:x.do:.t%i:6.t@s
hocherfreut	h\"o:x.?E6.fr%OYt
hocherfreute	h\"o:x.?E6.fr%OY.t@
hocherfreutem	h\"o:x.?E6.fr%OY.t@m
hocherfreuten	h\"o:x.?E6.fr%OY.t@n
hocherfreuter	h\"o:x.?E6.fr%OY.t6
hocherfreutes	h\"o:x.?E6.fr%OY.t@s
hochgemut	h\"o:x.g@.m%u:t
hochgemute	h\"o:x.g@.m%u:.t@
hochgemutem	h\"o:x.g@.m%u:.t@m
hochgemuten	h\"o:x.g@.m%u:.t@n
hochgemuter	h\"o:x.g@.m%u:.t6
hochgemutes	h\"o:x.g@.m%u:.t@s
hochgespannt	h\"o:x.g@.Sp%ant
hochgespannte	h\"o:x.g@.Sp%an.t@
hochgespanntem	h\"o:x.g@.Sp%an.t@m
hochgespannten	h\"o:x.g@.Sp%an.t@n
hochgespannter	h\"o:x.g@.Sp%an.t6
hochgespanntes	h\"o:x.g@.Sp%an.t@s
hochgestellt	h\"o:x.g@.St%Elt
hochgestimmt	h\"o:x.g@.St%Imt
hochgestochen	h\"o:x.g@.St%O.x@n
hochindustrialisiert	h\"o:x.?%In.dUs.tri:.a.li:.z%i:6t
hochindustrialisierte	h\"o:x.?%In.dUs.tri:.a.li:.z%i:6.t@
hochindustrialisiertem	h\"o:x.?%In.dUs.tri:.a.li:.z%i:6.t@m
hochindustrialisierten	h\"o:x.?%In.dUs.tri:.a.li:.z%i:6.t@n
hochindustrialisierter	h\"o:x.?%In.dUs.tri:.a.li:.z%i:6.t6
hochindustrialisiertes	h\"o:x.?%In.dUs.tri:.a.li:.z%i:6.t@s
hochkonzentriert	h\"o:x.kOn.tsEn.tr%i:6t
hochlöblich	h\"o:x.l%2:.blIC
hochschultrig	h\"o:x.S%Ul.trIC
hochschultrige	h\"o:x.S%Ul.trI.g@
hochschultrigem	h\"o:x.S%Ul.trI.g@m
hochschultrigen	h\"o:x.S%Ul.trI.g@n
hochschultriger	h\"o:x.S%Ul.trI.g6
hochschultriges	h\"o:x.S%Ul.trI.g@s
hochstapeln	h\"o:x.St%a.p@ln
hochstapelnd	h\"o:x.St%a.p@lnt
hochstapelst	h\"o:x.St%a.p@lst
hochstapelt	h\"o:x.St%a.p@lt
hochstapelte	h\"o:x.St%a.p@l.t@
hochstapelten	h\"o:x.St%a.p@l.t@n
hochstapeltest	h\"o:x.St%a.p@l.t@st
hochstapeltet	h\"o:x.St%a.p@l.t@t
hochstaple	h\"o:x.St%a.pl@
hochverehrt	h\"o:x.fE6.?%e:6t
hochverehrte	h\"o:x.fE6.?%e:6.t@
hochverehrtem	h\"o:x.fE6.?%e:6.t@m
hochverehrten	h\"o:x.fE6.?%e:6.t@n
hochverehrter	h\"o:x.fE6.?%e:6.t6
hochverehrtes	h\"o:x.fE6.?%e:6.t@s
hochverehrtest	h\"o:x.fE6.?%e:6.t@st
hochverehrteste	h\"o:x.fE6.?%e:6.t@s.t@
hochverehrtestem	h\"o:x.fE6.?%e:6.t@s.t@m
hochverehrtesten	h\"o:x.fE6.?%e:6.t@s.t@n
hochverehrtester	h\"o:x.fE6.?%e:6.t@s.t6
hochverehrtestes	h\"o:x.fE6.?%e:6.t@s.t@s
hochverehrtst	h\"o:x.fE6.?%e:6tst
hochverehrtste	h\"o:x.fE6.?%e:6ts.t@
hochverehrtstem	h\"o:x.fE6.?%e:6ts.t@m
hochverehrtsten	h\"o:x.fE6.?%e:6ts.t@n
hochverehrtster	h\"o:x.fE6.?%e:6ts.t6
hochverehrtstes	h\"o:x.fE6.?%e:6ts.t@s
hochwürdigst	h\"o:x.v%Y6.dICst
hocke	h\"O.k@
hocken	h\"O.k@n
hockend	h\"O.k@nt
hockest	h\"O.k@st
hocket	h\"O.k@t
hockst	h\"Okst
hockt	h\"Okt
hockte	h\"Ok.t@
hockten	h\"Ok.t@n
hocktest	h\"Ok.t@st
hocktet	h\"Ok.t@t
hoffe	h\"O.f@
hoffen	h\"O.f@n
hoffend	h\"O.f@nt
hoffentlich	h\"O.f@nt.lIC
hoffest	h\"O.f@st
hoffet	h\"O.f@t
hoffst	h\"Ofst
hofft	h\"Oft
hoffte	h\"Of.t@
hofften	h\"Of.t@n
hofftest	h\"Of.t@st
hofftet	h\"Of.t@t
hofiere	ho:.f\"i:.r@
hofieren	ho:.f\"i:.r@n
hofierend	ho:.f\"i:.r@nt
hofierest	ho:.f\"i:.r@st
hofieret	ho:.f\"i:.r@t
hofierst	ho:.f\"i:6st
hofiert	ho:.f\"i:6t
hofierte	ho:.f\"i:6.t@
hofierten	ho:.f\"i:6.t@n
hofiertest	ho:.f\"i:6.t@st
hofiertet	ho:.f\"i:6.t@t
hohe	h\"o:.@
hohem	h\"o:.@m
hohen	h\"o:.@n
hoher	h\"o:.6
hohes	h\"o:.@s
hohl	h\"o:l
hohlwangig	h\"o:l.v%an.gIC
hohlwangige	h\"o:l.v%an.gI.g@
hohlwangigem	h\"o:l.v%an.gI.g@m
hohlwangigen	h\"o:l.v%an.gI.g@n
hohlwangiger	h\"o:l.v%an.gI.g6
hohlwangiges	h\"o:l.v%an.gI.g@s
hoho	ho:.h\"o:
hoi	h\"OY
holbar	h\"o:l.ba:6
holbare	h\"o:l.ba:.r@
holbarem	h\"o:l.ba:.r@m
holbaren	h\"o:l.ba:.r@n
holbarer	h\"o:l.ba:.r6
holbarere	h\"o:l.ba:.r@.r@
holbarerem	h\"o:l.ba:.r@.r@m
holbareren	h\"o:l.ba:.r@.r@n
holbarerer	h\"o:l.ba:.r@.r6
holbareres	h\"o:l.ba:.r@.r@s
holbares	h\"o:l.ba:.r@s
holbarst	h\"o:l.ba:6st
holbarste	h\"o:l.ba:6s.t@
holbarstem	h\"o:l.ba:6s.t@m
holbarsten	h\"o:l.ba:6s.t@n
holbarster	h\"o:l.ba:6s.t6
holbarstes	h\"o:l.ba:6s.t@s
hold	h\"Olt
holde	h\"Ol.d@
holdem	h\"Ol.d@m
holden	h\"Ol.d@n
holder	h\"Ol.d6
holdere	h\"Ol.d@.r@
holderem	h\"Ol.d@.r@m
holderen	h\"Ol.d@.r@n
holderer	h\"Ol.d@.r6
holderes	h\"Ol.d@.r@s
holdes	h\"Ol.d@s
holdest	h\"Ol.t@st
holdeste	h\"Ol.t@s.t@
holdestem	h\"Ol.t@s.t@m
holdesten	h\"Ol.t@s.t@n
holdester	h\"Ol.t@s.t6
holdestes	h\"Ol.t@s.t@s
holdst	h\"Oltst
holdste	h\"Olts.t@
holdstem	h\"Olts.t@m
holdsten	h\"Olts.t@n
holdster	h\"Olts.t6
holdstes	h\"Olts.t@s
hole	h\"o:.l@
holen	h\"o:.l@n
holend	h\"o:.l@nt
holest	h\"o:.l@st
holet	h\"o:.l@t
holländisch	h\"O.lEn.dIS
holographisch	ho:.lo:.gr\"a:.fIS
holpere	h\"Ol.p@.r@
holperig	h\"Ol.p@.rIC
holperige	h\"Ol.p@.rI.g@
holperigem	h\"Ol.p@.rI.g@m
holperigen	h\"Ol.p@.rI.g@n
holperiger	h\"Ol.p@.rI.g6
holperigere	h\"Ol.p@.rI.g@.r@
holperigerem	h\"Ol.p@.rI.g@.r@m
holperigeren	h\"Ol.p@.rI.g@.r@n
holperigerer	h\"Ol.p@.rI.g@.r6
holperigeres	h\"Ol.p@.rI.g@.r@s
holperiges	h\"Ol.p@.rI.g@s
holperigst	h\"Ol.p@.rICst
holperigste	h\"Ol.p@.rICs.t@
holperigstem	h\"Ol.p@.rICs.t@m
holperigsten	h\"Ol.p@.rICs.t@n
holperigster	h\"Ol.p@.rICs.t6
holperigstes	h\"Ol.p@.rICs.t@s
holpern	h\"Ol.p6n
holpernd	h\"Ol.p6nt
holperst	h\"Ol.p6st
holpert	h\"Ol.p6t
holperte	h\"Ol.p6.t@
holperten	h\"Ol.p6.t@n
holpertest	h\"Ol.p6.t@st
holpertet	h\"Ol.p6.t@t
holprig	h\"Ol.prIC
holprige	h\"Ol.prI.g@
holprigem	h\"Ol.prI.g@m
holprigen	h\"Ol.prI.g@n
holpriger	h\"Ol.prI.g6
holprigere	h\"Ol.prI.g@.r@
holprigerem	h\"Ol.prI.g@.r@m
holprigeren	h\"Ol.prI.g@.r@n
holprigerer	h\"Ol.prI.g@.r6
holprigeres	h\"Ol.prI.g@.r@s
holpriges	h\"Ol.prI.g@s
holprigst	h\"Ol.prICst
holprigste	h\"Ol.prICs.t@
holprigstem	h\"Ol.prICs.t@m
holprigsten	h\"Ol.prICs.t@n
holprigster	h\"Ol.prICs.t6
holprigstes	h\"Ol.prICs.t@s
holst	h\"o:lst
holt	h\"o:lt
holte	h\"o:l.t@
holten	h\"o:l.t@n
holterdiepolter	hOl.t6.di:.p\"Ol.t6
holtest	h\"o:l.t@st
holtet	h\"o:l.t@t
holzgetäfelt	h\"Olts.g@.t%E:.fElt
holüber	ho:l.?\"y:.b6
homerisch	ho:.m\"e:.rIS
homerische	ho:.m\"e:.rI.S@
homerischem	ho:.m\"e:.rI.S@m
homerischen	ho:.m\"e:.rI.S@n
homerischer	ho:.m\"e:.rI.S6
homerisches	ho:.m\"e:.rI.S@s
homiletisch	ho:.mi:.l\"e:.tIS
homogen	ho:.mo:.g\"e:n
homogene	ho:.mo:.g\"e:.n@
homogenem	ho:.mo:.g\"e:.n@m
homogenen	ho:.mo:.g\"e:.n@n
homogener	ho:.mo:.g\"e:.n6
homogenere	ho:.mo:.g\"e:.n@.r@
homogenerem	ho:.mo:.g\"e:.n@.r@m
homogeneren	ho:.mo:.g\"e:.n@.r@n
homogenerer	ho:.mo:.g\"e:.n@.r6
homogeneres	ho:.mo:.g\"e:.n@.r@s
homogenes	ho:.mo:.g\"e:.n@s
homogenisiere	ho:.mo:.ge:.ni:.z\"i:.r@
homogenisieren	ho:.mo:.ge:.ni:.z\"i:.r@n
homogenisierend	ho:.mo:.ge:.ni:.z\"i:.r@nt
homogenisierest	ho:.mo:.ge:.ni:.z\"i:.r@st
homogenisieret	ho:.mo:.ge:.ni:.z\"i:.r@t
homogenisierst	ho:.mo:.ge:.ni:.z\"i:6st
homogenisiert	ho:.mo:.ge:.ni:.z\"i:6t
homogenisierte	ho:.mo:.ge:.ni:.z\"i:6.t@
homogenisierten	ho:.mo:.ge:.ni:.z\"i:6.t@n
homogenisiertest	ho:.mo:.ge:.ni:.z\"i:6.t@st
homogenisiertet	ho:.mo:.ge:.ni:.z\"i:6.t@t
homogenst	ho:.mo:.g\"e:nst
homogenste	ho:.mo:.g\"e:ns.t@
homogenstem	ho:.mo:.g\"e:ns.t@m
homogensten	ho:.mo:.g\"e:ns.t@n
homogenster	ho:.mo:.g\"e:ns.t6
homogenstes	ho:.mo:.g\"e:ns.t@s
homolog	ho:.mo:.l\"o:k
homologe	ho:.mo:.l\"o:.g@
homologem	ho:.mo:.l\"o:.g@m
homologen	ho:.mo:.l\"o:.g@n
homologer	ho:.mo:.l\"o:.g6
homologes	ho:.mo:.l\"o:.g@s
homonym	ho:.mo:.n\"y:m
homonyme	ho:.mo:.n\"y:.m@
homonymem	ho:.mo:.n\"y:.m@m
homonymen	ho:.mo:.n\"y:.m@n
homonymer	ho:.mo:.n\"y:.m6
homonymes	ho:.mo:.n\"y:.m@s
homophil	ho:.mo:.f\"i:l
homophile	ho:.mo:.f\"i:.l@
homophilem	ho:.mo:.f\"i:.l@m
homophilen	ho:.mo:.f\"i:.l@n
homophiler	ho:.mo:.f\"i:.l6
homophiles	ho:.mo:.f\"i:.l@s
homophon	ho:.mo:.f\"o:n
homophone	ho:.mo:.f\"o:.n@
homophonem	ho:.mo:.f\"o:.n@m
homophonen	ho:.mo:.f\"o:.n@n
homophoner	ho:.mo:.f\"o:.n6
homophones	ho:.mo:.f\"o:.n@s
homosexuell	ho:.mo:.zE.ksh\"El
homosexuelle	ho:.mo:.zE.ksh\"E.l@
homosexuellem	ho:.mo:.zE.ksh\"E.l@m
homosexuellen	ho:.mo:.zE.ksh\"E.l@n
homosexueller	ho:.mo:.zE.ksh\"E.l6
homosexuelles	ho:.mo:.zE.ksh\"E.l@s
homöopolar	ho:.m2:.o:.po:.l\"a:6
homöotherm	ho:.m2:.o:.t\"E6m
honen	h\"o:.n@n
honett	ho:.n\"Et
honigfarben	h\"o:.nIC.f%a6.b@n
honorabel	ho:.no:.r\"a:.b@l
honorabelst	ho:.no:.r\"a:.b@lst
honorabelste	ho:.no:.r\"a:.b@ls.t@
honorabelstem	ho:.no:.r\"a:.b@ls.t@m
honorabelsten	ho:.no:.r\"a:.b@ls.t@n
honorabelster	ho:.no:.r\"a:.b@ls.t6
honorabelstes	ho:.no:.r\"a:.b@ls.t@s
honorable	ho:.no:.r\"a:.bl@
honorablem	ho:.no:.r\"a:.bl@m
honorablen	ho:.no:.r\"a:.bl@n
honorabler	ho:.no:.r\"a:.bl6
honorables	ho:.no:.r\"a:.bl@s
honoriere	ho:.no:.r\"i:.r@
honorieren	ho:.no:.r\"i:.r@n
honorierend	ho:.no:.r\"i:.r@nt
honorierest	ho:.no:.r\"i:.r@st
honorieret	ho:.no:.r\"i:.r@t
honorierst	ho:.no:.r\"i:6st
honoriert	ho:.no:.r\"i:6t
honorierte	ho:.no:.r\"i:6.t@
honorierten	ho:.no:.r\"i:6.t@n
honoriertest	ho:.no:.r\"i:6.t@st
honoriertet	ho:.no:.r\"i:6.t@t
honorig	ho:.n\"o:.rIC
hopp	h\"Op
hoppeln	h\"O.p@ln
hoppla	h\"O.pla:
hops	h\"Ops
hopsa	h\"Op.sa:
hopsasa	h\"Op.sa.sa:
hopsen	h\"Op.s@n
horche	h\"O6.C@
horchen	h\"O6.C@n
horchend	h\"O6.C@nt
horchest	h\"O6.C@st
horchet	h\"O6.C@t
horchst	h\"O6Cst
horcht	h\"O6Ct
horchte	h\"O6C.t@
horchten	h\"O6C.t@n
horchtest	h\"O6C.t@st
horchtet	h\"O6C.t@t
horizontal	ho:.ri:.tsOn.t\"a:l
horizontale	ho:.ri:.tsOn.t\"a:.l@
horizontalem	ho:.ri:.tsOn.t\"a:.l@m
horizontalen	ho:.ri:.tsOn.t\"a:.l@n
horizontaler	ho:.ri:.tsOn.t\"a:.l6
horizontales	ho:.ri:.tsOn.t\"a:.l@s
hormonal	hO6.mo:.n\"a:l
hormonale	hO6.mo:.n\"a:.l@
hormonalem	hO6.mo:.n\"a:.l@m
hormonalen	hO6.mo:.n\"a:.l@n
hormonaler	hO6.mo:.n\"a:.l6
hormonales	hO6.mo:.n\"a:.l@s
hormonell	hO6.mo:.n\"El
hormonelle	hO6.mo:.n\"E.l@
hormonellem	hO6.mo:.n\"E.l@m
hormonellen	hO6.mo:.n\"E.l@n
hormoneller	hO6.mo:.n\"E.l6
hormonelles	hO6.mo:.n\"E.l@s
horrend	hO.r\"Ent
horrende	hO.r\"En.d@
horribel	hO.r\"i:.b@l
horribelst	hO.r\"i:.b@lst
horribelste	hO.r\"i:.b@ls.t@
horribelstem	hO.r\"i:.b@ls.t@m
horribelsten	hO.r\"i:.b@ls.t@n
horribelster	hO.r\"i:.b@ls.t6
horribelstes	hO.r\"i:.b@ls.t@s
horrible	hO.r\"i:.bl@
horriblem	hO.r\"i:.bl@m
horriblen	hO.r\"i:.bl@n
horribler	hO.r\"i:.bl6
horribles	hO.r\"i:.bl@s
horrido	hO.ri:.d\"o:
horte	h\"O6.t@
horten	h\"O6.t@n
hortend	h\"O6.t@nt
hortest	h\"O6.t@st
hortet	h\"O6.t@t
hortete	h\"O6.t@.t@
horteten	h\"O6.t@.t@n
hortetest	h\"O6.t@.t@st
hortetet	h\"O6.t@.t@t
hospitalisiere	hOs.pi:.ta.li:.z\"i:.r@
hospitalisieren	hOs.pi:.ta.li:.z\"i:.r@n
hospitalisierend	hOs.pi:.ta.li:.z\"i:.r@nt
hospitalisierest	hOs.pi:.ta.li:.z\"i:.r@st
hospitalisieret	hOs.pi:.ta.li:.z\"i:.r@t
hospitalisierst	hOs.pi:.ta.li:.z\"i:6st
hospitalisiert	hOs.pi:.ta.li:.z\"i:6t
hospitalisierte	hOs.pi:.ta.li:.z\"i:6.t@
hospitalisierten	hOs.pi:.ta.li:.z\"i:6.t@n
hospitalisiertest	hOs.pi:.ta.li:.z\"i:6.t@st
hospitalisiertet	hOs.pi:.ta.li:.z\"i:6.t@t
hospitiere	hOs.pi:.t\"i:.r@
hospitieren	hOs.pi:.t\"i:.r@n
hospitierend	hOs.pi:.t\"i:.r@nt
hospitierest	hOs.pi:.t\"i:.r@st
hospitieret	hOs.pi:.t\"i:.r@t
hospitierst	hOs.pi:.t\"i:6st
hospitiert	hOs.pi:.t\"i:6t
hospitierte	hOs.pi:.t\"i:6.t@
hospitierten	hOs.pi:.t\"i:6.t@n
hospitiertest	hOs.pi:.t\"i:6.t@st
