stress_class,classification_all_J48,error_all_J48,classification_all_JRip,error_all_JRip,classification_all_NN,error_all_NN,classification_phon_J48,error_phon_J48,classification_phon_JRip,error_phon_JRip,classification_phon_NN,error_phon_NN,classification_affix_J48,error_affix_J48,classification_affix_JRip,error_affix_JRip,classification_affix_NN,error_affix_NN,classification_sylstruct_J48,error_sylstruct_J48,classification_sylstruct_JRip,error_sylstruct_JRip,classification_sylstruct_NN,error_sylstruct_NN
prima,prima,no,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,ultima,yes,ultima,yes,prima,no,ultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
prima,prima,no,prima,no,prima,no,paenultima,yes,paenultima,yes,prima,no,antepaenultima,yes,prima,no,antepaenultima,yes,paenultima,yes,prima,no,ultima,yes
prima,prima,no,prima,no,prima,no,paenultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes,prima,no,undef,yes
prima,prima,no,prima,no,prima,no,ultima,yes,ultima,yes,ultima,yes,ultima,yes,ultima,yes,ultima,yes,ultima,yes,undef,yes,ultima,yes
ultima,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,prima,yes,prima,yes,prima,yes,undef,yes,undef,yes
prima,prima,no,prima,no,prima,no,sekunda,yes,undef,yes,prima,no,paenultima,yes,prima,no,paenultima,yes,sekunda,yes,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,ultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes,prima,no,prima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
undef,sekunda,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,multa,yes,prima,yes,antepaenultima,yes,undef,no,undef,no,undef,no
antepaenultima,paenultima,yes,prima,yes,paenultima,yes,prima,yes,paenultima,yes,antepaenultima,no,undef,yes,prima,yes,undef,yes,paenultima,yes,prima,yes,paenultima,yes
antepaenultima,sekunda,yes,prima,yes,sekunda,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,sekunda,yes,prima,yes,undef,yes,prima,yes,antepaenultima,no,antepaenultima,no
sekunda,undef,yes,prima,yes,undef,yes,antepaenultima,yes,prima,yes,sekunda,no,antepaenultima,yes,prima,yes,antepaenultima,yes,prima,yes,prima,yes,sekunda,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
antepaenultima,ultima,yes,prima,yes,ultima,yes,paenultima,yes,prima,yes,antepaenultima,no,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,prima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
undef,undef,no,prima,yes,undef,no,sekunda,yes,prima,yes,prima,yes,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,undef,no,prima,yes
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
undef,prima,yes,prima,yes,prima,yes,undef,no,prima,yes,undef,no,antepaenultima,yes,prima,yes,antepaenultima,yes,sekunda,yes,prima,yes,undef,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,undef,yes,prima,yes,undef,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes,paenultima,yes,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,prima,yes,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no,prima,yes,prima,yes,prima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,prima,yes
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,sekunda,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no
undef,undef,no,prima,yes,undef,no,undef,no,undef,no,undef,no,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,undef,no,undef,no
undef,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,undef,no,prima,yes,undef,no,sekunda,yes,prima,yes,undef,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,undef,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,undef,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,undef,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,paenultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,ultima,yes,prima,yes,ultima,yes,antepaenultima,no,prima,yes,antepaenultima,no,antepaenultima,no,prima,yes,antepaenultima,no,prima,yes,prima,yes,paenultima,yes
antepaenultima,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,antepaenultima,no,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,ultima,yes,ultima,yes,ultima,yes,paenultima,no,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no
undef,prima,yes,prima,yes,prima,yes,paenultima,yes,paenultima,yes,undef,no,prima,yes,prima,yes,paenultima,yes,prima,yes,prima,yes,paenultima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,prima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,sekunda,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,prima,yes,undef,yes,sekunda,no,prima,yes,prima,yes
prima,prima,no,prima,no,prima,no,paenultima,yes,prima,no,prima,no,sekunda,yes,prima,no,paenultima,yes,paenultima,yes,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,undef,yes,prima,no,paenultima,yes,prima,no,prima,no,prima,no,paenultima,yes,prima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,undef,yes,prima,yes,undef,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,ultima,yes,prima,no,ultima,yes,prima,no,paenultima,yes,undef,yes,paenultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,sekunda,yes,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
undef,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,undef,no,undef,no,prima,yes,undef,no,sekunda,yes,prima,yes,sekunda,yes
prima,prima,no,prima,no,prima,no,prima,no,undef,yes,undef,yes,prima,no,prima,no,prima,no,undef,yes,undef,yes,undef,yes
undef,prima,yes,prima,yes,prima,yes,sekunda,yes,undef,no,undef,no,sekunda,yes,prima,yes,sekunda,yes,undef,no,prima,yes,undef,no
undef,prima,yes,prima,yes,prima,yes,undef,no,prima,yes,undef,no,sekunda,yes,prima,yes,sekunda,yes,undef,no,prima,yes,undef,no
prima,prima,no,prima,no,prima,no,ultima,yes,ultima,yes,prima,no,ultima,yes,prima,no,prima,no,ultima,yes,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,undef,yes,prima,no,prima,no
prima,sekunda,yes,prima,no,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,undef,yes,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,ultima,yes,prima,no,sekunda,yes,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,sekunda,yes,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,paenultima,yes,prima,no,prima,no,antepaenultima,yes,prima,no,antepaenultima,yes,prima,no,prima,no,prima,no
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,sekunda,yes,prima,yes,undef,no,undef,no,undef,no,undef,no
undef,prima,yes,prima,yes,undef,no,undef,no,undef,no,undef,no,paenultima,yes,prima,yes,paenultima,yes,undef,no,undef,no,undef,no
undef,sekunda,yes,prima,yes,sekunda,yes,undef,no,undef,no,undef,no,sekunda,yes,prima,yes,undef,no,undef,no,undef,no,undef,no
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,paenultima,yes,prima,yes,paenultima,yes,undef,no,undef,no,undef,no
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,antepaenultima,yes,prima,yes,antepaenultima,yes,undef,no,undef,no,undef,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes,prima,no,paenultima,yes,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,paenultima,yes,paenultima,yes,prima,no,paenultima,yes,prima,no,prima,no,paenultima,yes,paenultima,yes,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes,paenultima,yes,paenultima,yes,undef,yes,undef,yes,prima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,undef,no,prima,yes,undef,no,undef,no,undef,no,undef,no
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,prima,yes,prima,yes,antepaenultima,yes,undef,no,undef,no,undef,no
antepaenultima,sekunda,yes,prima,yes,sekunda,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,undef,yes,prima,yes,undef,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no
paenultima,ultima,yes,ultima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,sekunda,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,sekunda,yes,prima,yes,sekunda,yes
undef,ultima,yes,prima,yes,ultima,yes,undef,no,undef,no,undef,no,paenultima,yes,prima,yes,paenultima,yes,undef,no,undef,no,undef,no
prima,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,undef,yes
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no
undef,undef,no,prima,yes,undef,no,paenultima,yes,prima,yes,undef,no,prima,yes,prima,yes,prima,yes,ultima,yes,prima,yes,undef,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
undef,undef,no,prima,yes,undef,no,paenultima,yes,prima,yes,undef,no,paenultima,yes,prima,yes,undef,no,undef,no,undef,no,undef,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,antepaenultima,yes,antepaenultima,yes,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes,prima,no,paenultima,yes,antepaenultima,yes,antepaenultima,yes,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes,prima,no,paenultima,yes,prima,no,prima,no,sekunda,yes
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
undef,prima,yes,prima,yes,prima,yes,undef,no,undef,no,undef,no,prima,yes,prima,yes,undef,no,undef,no,undef,no,undef,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no
paenultima,prima,yes,prima,yes,prima,yes,undef,yes,prima,yes,paenultima,no,antepaenultima,yes,prima,yes,antepaenultima,yes,prima,yes,prima,yes,paenultima,no
paenultima,prima,yes,prima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,antepaenultima,yes,prima,yes,undef,yes,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
prima,prima,no,prima,no,prima,no,ultima,yes,ultima,yes,prima,no,ultima,yes,prima,no,prima,no,ultima,yes,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no
multa,multa,no,prima,yes,multa,no,prima,yes,prima,yes,multa,no,multa,no,prima,yes,prima,yes,undef,yes,undef,yes,multa,no
prima,prima,no,prima,no,prima,no,paenultima,yes,paenultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
undef,prima,yes,prima,yes,prima,yes,undef,no,prima,yes,undef,no,paenultima,yes,prima,yes,paenultima,yes,antepaenultima,yes,antepaenultima,yes,antepaenultima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no
undef,undef,no,prima,yes,undef,no,undef,no,prima,yes,undef,no,prima,yes,prima,yes,undef,no,ultima,yes,prima,yes,undef,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
undef,paenultima,yes,prima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes
